Director,First Number of Votes,Last Number of Votes,Career Progression Number of Votes
Xavier Legrand,103510,103510,0
Amy Poehler,230290,230290,0
Joshua Wong,6220,6220,0
Jérémy Clapin,367070,367070,0
Yasemin Samdereli,72310,72310,0
Josie Rourke,554910,554910,0
David Atkins,117610,117610,0
David Auburn,41650,41650,0
Guillaume Pierret,142250,142250,0
Tab Murphy,59870,59870,0
Carl Rinsch,1715710,1715710,0
Dave Wilson,851560,851560,0
Jorge Dorado,251610,251610,0
Karen J. Lloyd,18610,18610,0
Karel Reisz,13780,13780,0
Rose Glass,475040,475040,0
Ameen Nayfeh,21130,21130,0
Jorge R. Gutiérrez,782470,782470,0
David Leveaux,154830,154830,0
Dave Filoni,733580,733580,0
Jorma Taccone,474800,474800,0
Bill Purple,47570,47570,0
Hallie Meyers-Shyer,352190,352190,0
Dave Franco,384070,384070,0
Dave McCary,178480,178480,0
Halle Berry,160510,160510,0
Carl Tibbetts,127440,127440,0
Mtjj,23300,23300,0
Halina Reijn,28690,28690,0
Joseph Gordon-Levitt,2474810,2474810,0
Neal Brennan,225990,225990,0
Grégory Levasseur,273050,273050,0
Xan Cassavetes,54090,54090,0
Grégory Magne,19960,19960,0
Guangxi Chang,910,910,0
Amy Holden Jones,34860,34860,0
David Hollander,92010,92010,0
Arthur Benzaquen,26750,26750,0
David Barrett,276270,276270,0
Naomi Foner,163920,163920,0
Billy Hopkins,29040,29040,0
Philip G. Atwell,970500,970500,0
Nacho Cerdá,133150,133150,0
Roxann Dawson,110490,110490,0
Carlo Mirabella-Davis,284420,284420,0
Arseny Syuhin,55350,55350,0
Guy Jenkin,92470,92470,0
Julia Ducournau,895360,895360,0
Julia Leigh,346850,346850,0
Julius Berg,96220,96220,0
Eric Tosti,23160,23160,0
David Galán Galindo,76710,76710,0
Aditya Dhar,724870,724870,0
Amarjit Singh Saron,5090,5090,0
Julio Soto Gurpide,16440,16440,0
Nahnatchka Khan,628560,628560,0
Roy London,22220,22220,0
Guðmundur Arnar Guðmundsson,62070,62070,0
Nagisa Ôshima,80940,80940,0
David Duchovny,98260,98260,0
Julian Rosefeldt,72560,72560,0
Julie Jordan,4630,4630,0
July Jung,32150,32150,0
Juan José Ramírez Mascaró,2230,2230,0
Jun Falkenstein,204130,204130,0
Junta Yamaguchi,82160,82160,0
Natalie Portman,43560,43560,0
Natalie Krinsky,102540,102540,0
Takahiro Ômori,218260,218260,0
Justin Reardon,301920,301920,0
Philip Seymour Hoffman,87410,87410,0
David Bonneville,3410,3410,0
Justin Dec,458800,458800,0
Just Philippot,80810,80810,0
Natalie Erika James,303860,303860,0
Gustav Möller,646320,646320,0
Phil Dornfeld,62070,62070,0
David Grovic,171790,171790,0
Takeshi Nozue,232080,232080,0
José Peña Coto,150,150,0
Carlos Gutiérrez Medrano,8280,8280,0
David Brooks,254200,254200,0
Ruairi Robinson,390230,390230,0
David Hayter,104710,104710,0
Jung Dae-man,2530,2530,0
Phil Roman,121210,121210,0
Amjad Abu Alala,26880,26880,0
Philip Martin,133340,133340,0
Jordan Scott,211330,211330,0
Taran Killam,153710,153710,0
Gregory Widen,334410,334410,0
Keith Thomas,98820,98820,0
Jonah Hill,784110,784110,0
Jonah Markowitz,241130,241130,0
Nicholas Mastandrea,142960,142960,0
David Ross,128100,128100,0
Jonas McCord,95230,95230,0
Thomas Kruithof,26110,26110,0
David Raymond,272120,272120,0
Thomas Kail,1145480,1145480,0
Anders Walter,330520,330520,0
Jonathan Baker,108480,108480,0
Jonathan Darby,133010,133010,0
Nicholas Kazan,61140,61140,0
Ceyda Torun,159180,159180,0
Ryan Fleck,921690,921690,0
Kelly Fremon Craig,1408560,1408560,0
Camille Vidal-Naquet,55050,55050,0
Mitch Rouse,104330,104330,0
Karen Maine,179580,179580,0
Yonfan,4593,4593,0
Hans Stjernswärd,43750,43750,0
Kellen Moore,53830,53830,0
Jonathan Hopkins,49290,49290,0
Hans Horn,199920,199920,0
Grant Sputore,996580,996580,0
David Salle,13870,13870,0
Kenneth Johnson,150970,150970,0
Alice Waddington,175940,175940,0
Susan Montford,73050,73050,0
Eric Bress,121220,121220,0
Tigran Sahakyan,22770,22770,0
Kevin Alyn Elders,71630,71630,0
Winston Azzopardi,49220,49220,0
David Steiman,112440,112440,0
Tiffanie DeBartolo,29560,29560,0
Kerry Conran,875620,875620,0
Aristomenis Tsirbas,122110,122110,0
Keola Racela,26490,26490,0
David Silverman,3505090,3505090,0
Susannah Grant,286370,286370,0
Jon Harris,517400,517400,0
Ryan Gosling,191420,191420,0
Susan Stroman,448380,448380,0
Kent Alterman,861440,861440,0
Eric D. Howell,122010,122010,0
Danil Andreev,2340,2340,0
Jon Poll,667600,667600,0
David Semel,32450,32450,0
Blair Simmons,2240,2240,0
Eskil Vogt,91030,91030,0
David Oyelowo,46290,46290,0
David Prior,389490,389490,0
Russell Crowe,780910,780910,0
Richard Rush,258080,258080,0
Bill Holderman,325710,325710,0
Nia Vardalos,88330,88330,0
Kate Barker-Froyland,103050,103050,0
Dapeng Zhang,960,960,0
David Madden,10280,10280,0
Nelson Shin,300,300,0
Kay Cannon,862700,862700,0
Bill Kroyer,340550,340550,0
Jonathan Prince,107000,107000,0
Bill Muir,19030,19030,0
Thomas Cailley,62660,62660,0
Jong-Yeol Baek,79630,79630,0
Jong-suk Lee,39960,39960,0
Katie Found,26390,26390,0
Philippe Rousselot,18320,18320,0
Thierry Frémaux,16070,16070,0
Theresa Connelly,34400,34400,0
Keanu Reeves,410100,410100,0
Rupert Harvey,83460,83460,0
Ronald Dalton Jr.,7920,7920,0
Nic Mathieu,650490,650490,0
Gregory Poirier,197140,197140,0
Sylvio Tabet,35880,35880,0
Danny Mooney,97170,97170,0
David Ondaatje,53130,53130,0
Rich Moore,4598490,4598490,0
Eric Heisserer,308600,308600,0
Danny Strong,108320,108320,0
Rupert Everett,58870,58870,0
Adam Schindler,142900,142900,0
Ash Brannon,60190,60190,0
David Nutter,253730,253730,0
Dario Piana,136630,136630,0
Cedric Nicolas-Troyan,1197850,1197850,0
Dante Ariola,78320,78320,0
Karey Kirkpatrick,158460,158460,0
Armen Oganezov,10900,10900,0
Park Kwang-su,1235,1234,-1
Fadhel Jaziri,130,128,-2
Stephan Yip,264,262,-2
Gordon Chan,24154,24150,-4
Bakhtyar Khudojnazarov,1243,1239,-4
François Zabaleta,93,89,-4
Sammy Myller,215,210,-5
Taieb Louhichi,158,152,-6
Brent Christy,7410,7404,-6
Kye Jang-Hyuk,159,152,-7
Philippe Ramos,1388,1381,-7
Eric Quizon,663,655,-8
Mauro Gia Samonte,163,155,-8
Tim Gray,415,405,-10
Choi Jin-Chul,612,601,-11
Audrey Estrougo,2560,2548,-12
Rashid Masharawi,1380,1367,-13
Giuliano Montaldo,3049,3032,-17
Ki-hwan Oh,4233,4216,-17
Damian Chapa,3278,3258,-20
Nick Peterson,140,120,-20
Márk Bodzsár,28980,28960,-20
Leon Ding,2310,2290,-20
Ben Feleo,295,274,-21
Huayang Fu,1055,1031,-24
Somaratne Dissanayake,1434,1410,-24
Wing-Chiu Chan,2924,2898,-26
Sadao Nakajima,267,241,-26
Madison Monroe,1703,1675,-28
Raúl Perrone,350,321,-29
Sanjay Nayak,163,130,-33
Garnet Mae,1174,1140,-34
Saawan Kumar Tak,6392,6358,-34
Syed Noor,414,379,-35
Yûki Yamato,8389,8353,-36
Yeon-Shick Shin,835,795,-40
Gilberto de Anda,248,208,-40
Issei Shibata,2306,2262,-44
Kazuki Ômori,352,306,-46
Giuseppe Bertolucci,1252,1205,-47
Flora Gomes,1550,1503,-47
Mark Jackson,5340,5290,-50
Rachid Ferchiou,174,124,-50
Houchang Allahyari,414,362,-52
Kasper Juhl,732,677,-55
Eric DelaBarre,4395,4340,-55
Dan Pita,1358,1301,-57
Alonso O. Lara,122,64,-58
Lee Dong-Joon,980,918,-62
Damián Romay,2966,2902,-64
Christian Dyekjær,1404,1340,-64
Vincenzo Marra,1486,1422,-64
John Hau,242,176,-66
Shin'ya Ayabe,1006,939,-67
Tibor Takács,26800,26730,-70
Kiti Luostarinen,452,382,-70
Toshiyuki Morioka,571,499,-72
Khaled Ghorbal,384,310,-74
Ninì Grassia,443,368,-75
Gary Sinyor,2930,2855,-75
Hisayasu Satô,588,511,-77
David Blyth,4530,4452,-78
Jaroslav Vojtek,359,276,-83
Jason Figgis,841,757,-84
Jacques Deray,3440,3350,-90
Heinz Emigholz,531,440,-91
Rergchai Poungpetch,795,704,-91
Andy Wing-Keung Chin,396,305,-91
Amir Karakulov,236,145,-91
Marion Laine,3480,3386,-94
Avi Mograbi,705,610,-95
David Verbeek,2063,1966,-97
Arie Azis,670,573,-97
Pavol Barabas,399,301,-98
Sungkyu Cho,460,360,-100
Dayyan Eng,16060,15958,-102
André Erkau,6174,6070,-104
Eric Bergkraut,538,431,-107
Chun-Ku Lu,460,352,-108
Lorenzo Doumani,2050,1942,-108
Rodrigo Aragão,3694,3584,-110
Peter Foldy,1679,1566,-113
Nicolas Wadimoff,669,555,-114
Jarret Tarnol,7614,7500,-114
John Hay,15405,15290,-115
Rafa Lara,2124,2007,-117
Mark Lewis,1539,1422,-117
Thom Fitzgerald,30850,30730,-120
F.C. Rabbath,1096,974,-122
Dan Setton,300,177,-123
Andreas Johnsen,2563,2440,-123
Torun Lian,7180,7056,-124
Ara Paiaya,6626,6500,-126
Masanori Tominaga,929,801,-128
Viji Thampi,1230,1099,-131
Nouri Bouzid,1018,877,-141
Worth Keeter,3790,3649,-141
Charlie Minn,1723,1582,-141
Claudio Costa,233,87,-146
Rob Nilsson,237,90,-147
Kôichirô Miki,1207,1058,-149
Andrew Kotting,1860,1710,-150
Anucha Boonyawatana,7578,7428,-150
Tomás Svoboda,1340,1190,-150
Doron Eran,924,772,-152
T.L.V. Prasad,605,451,-154
Ghassan Salhab,555,395,-160
Leland Price,2630,2470,-160
Magnus Gertten,850,688,-162
Kon Ichikawa,2644,2482,-162
Suzanne Osten,1575,1412,-163
Moses Inwang,679,515,-164
Ben Meyerson,2860,2696,-164
René Cardona III,334,168,-166
João Mário Grilo,748,578,-170
Udayakantha Warnasuriya,610,440,-170
Lech Kowalski,860,690,-170
Neal 'Buboy' Tan,300,125,-175
Joud Saeed,332,152,-180
Sabina Guzzanti,7073,6890,-183
Jo Tae-ho,1220,1036,-184
Enrique Gabriel,1106,922,-184
Iraj Ghaderi,1813,1623,-190
Edwin Brienen,389,196,-193
Douglas Schulze,6337,6144,-193
Alex Wesley,541,347,-194
Alain Cavalier,1060,859,-201
Peter Kern,506,304,-202
Ly Hai,804,600,-204
Yasushi Koshizaka,718,513,-205
Kaspar Astrup Schröder,1556,1350,-206
Jon Steven Ward,8794,8586,-208
Joven Tan,373,157,-216
Findo Purwono,498,282,-216
Ravi Babu,1394,1178,-216
Sandra Werneck,7066,6849,-217
Ivo Ferreira,4958,4740,-218
Ming Zhang,1069,850,-219
Ali Ghavitan,328,108,-220
Jeremy Norrie,1015,786,-229
Petr Václav,1458,1224,-234
Wes Llewellyn,6823,6589,-234
Christoph Hochhäusler,5620,5386,-234
James Fotopoulos,512,277,-235
Jianxin Huang,2086,1850,-236
Kazuya Konaka,1312,1075,-237
Lloyd A. Simandl,1430,1192,-238
Yorgos Avgeropoulos,1234,995,-239
Lee H. Katzin,3500,3260,-240
Sabine Derflinger,1628,1387,-241
Kiefer Liu,654,412,-242
Jonathan Haswell,323,80,-243
Steven Okazaki,15995,15750,-245
Paul D. Hannah,1936,1689,-247
Naoto Takenaka,986,738,-248
Aryan Kaganof,1882,1633,-249
Ricardo Islas,1917,1667,-250
Ute von Münchow-Pohl,5680,5430,-250
David Bickerstaff,684,430,-254
Yoshihiro Fukagawa,1135,880,-255
Eisaku Kawanami,2310,2052,-258
Mircea Daneliuc,2989,2730,-259
James Lee,689,426,-263
Kaila York,4420,4155,-265
Georges Chamchoum,3484,3218,-266
Woo-Seong Choi,418,150,-268
Rui Constantino,2994,2720,-274
Michael McNamara,739,464,-275
Valeri Milev,10650,10370,-280
Nayato Fio Nuala,471,184,-287
Louisa Warren,4486,4198,-288
David Heavener,2242,1954,-288
Masashi Yamamoto,781,492,-289
Vincent Dieutre,450,160,-290
David Caesar,6981,6690,-291
Marion Hänsel,952,660,-292
Eric Tsang,2436,2141,-295
Pauli Janhunen Calderón,895,600,-295
Ahmad Idham,833,536,-297
Patrick Grandperret,3160,2860,-300
Ricard Cussó,3140,2840,-300
Todd Holland,63640,63340,-300
Jonathan Milton,1028,726,-302
Dean McKendrick,6276,5968,-308
Wai-Man Cheng,925,616,-309
Maximilian Elfeldt,7940,7630,-310
Quan'an Wang,7870,7560,-310
William H. Molina,3160,2850,-310
Mike Kesey,1350,1038,-312
Kayode Kasum,961,649,-312
Asoka Handagama,1205,893,-312
Ran Tal,634,320,-314
Marc Recha,1829,1512,-317
Darin Scott,12263,11945,-318
Mohammad Ali Sajjadi,543,225,-318
Rosshan Andrrews,23926,23602,-324
Tim McCann,3789,3465,-324
Giles Walker,2395,2070,-325
Dusan Rapos,1237,911,-326
Matej Minac,4648,4322,-326
Thierry Michel,1469,1142,-327
Piotr Matwiejczyk,513,180,-333
Bruno Mattei,894,560,-334
José Luis Guerín,4970,4632,-338
Nathan Hill,997,658,-339
Volker Koepp,607,267,-340
R. Ellis Frazier,8220,7880,-340
Dave Christiano,2220,1880,-340
Bertrand Blier,13740,13398,-342
Mark Stouffer,8520,8177,-343
Eric Styles,9350,9004,-346
Sekhar Kammula,35866,35520,-346
José Luis García Sánchez,1167,821,-346
Frank Pérez-Garland,1412,1065,-347
Jamil Dehlavi,5296,4947,-349
Tetsuo Shinohara,1534,1184,-350
Jared Cohn,8073,7723,-350
Michael J. Murphy,862,512,-350
Ismail Farouk,2211,1857,-354
Murali Nair,841,486,-355
Jean-Loup Hubert,2210,1855,-355
Andy Bausch,757,402,-355
Javier Colinas,3927,3570,-357
Eduardo Sánchez,109520,109160,-360
Rokuro Mochizuki,717,352,-365
Mohammad Ali Talebi,1926,1559,-367
Howard J. Ford,7875,7508,-367
Saara Cantell,2542,2174,-368
Robbie Moffat,1010,640,-370
Jean Beaudry,1565,1194,-371
Garrett Batty,9102,8730,-372
Antony Hickling,1660,1287,-373
Alec Mills,5634,5260,-374
Byron W. Thompson,4268,3890,-378
Masahiro Kobayashi,989,610,-379
Florian Flicker,1731,1350,-381
Namewee,1475,1094,-381
Ruben Preuss,4355,3973,-382
Marco Simon Puccioni,3446,3063,-383
Christina Olofson,4061,3678,-383
Paul-Anders Simma,525,142,-383
Joshua Patrick Dudley,894,510,-384
Philippe Harel,4405,4020,-385
Mark A. Reyes,1523,1131,-392
Kôichi Sakamoto,2219,1826,-393
Benjamin Gourley,4599,4200,-399
Svetla Tsotsorkova,3420,3020,-400
K.C. Park,3777,3375,-402
Bhandit Rittakol,671,267,-404
Francis Girod,2955,2549,-406
T.V. Chandran,1916,1509,-407
Miguel Gaudêncio,1727,1317,-410
Jilani Saâdi,530,115,-415
Gil Portes,611,191,-420
Arturo Ripstein,3071,2650,-421
Vladimir Khotinenko,2265,1844,-421
Tony Spiridakis,4520,4094,-426
Don Boyd,5380,4949,-431
Hirobumi Watanabe,1601,1167,-434
Chris Angel,7200,6764,-436
Sang-woo Lee,870,432,-438
Richard Dindo,728,287,-441
Stefan C. Schaefer,6434,5987,-447
Rüdiger Suchsland,8980,8530,-450
Erlingur Thoroddsen,11685,11230,-455
Fatmir Koçi,2164,1708,-456
A. Kodandarami Reddy,1323,864,-459
Godfrey Ho,2089,1628,-461
Eva Mulvad,1468,1000,-468
Hideaki Anno,20550,20080,-470
Andrew Jones,9126,8652,-474
Sébastien Pilote,6680,6200,-480
Karin Albou,9100,8610,-490
Nobuo Mizuta,3089,2597,-492
Toka McBaror,907,414,-493
Sébastien Betbeder,4883,4390,-493
Heddy Honigmann,1934,1434,-500
Bogdan George Apetri,9030,8530,-500
Roger Cantin,2806,2304,-502
Jean-Paul Rouve,6920,6417,-503
Marion Vernoux,3784,3280,-504
Roger Cardinal,2968,2464,-504
Tom Lin,8935,8430,-505
Piyapan Choopetch,2065,1560,-505
Mantas Kvedaravicius,1996,1488,-508
Eckhart Schmidt,643,130,-513
Dominik Hartl,15496,14980,-516
Ra'anan Alexandrowicz,3948,3431,-517
Roy Stuart,3010,2490,-520
Rasmus A. Sivertsen,8760,8240,-520
Julie Lopes-Curval,4606,4082,-524
Pablo Moreno,1831,1304,-527
Jean-Charles Tacchella,1678,1150,-528
David Kane,17110,16580,-530
Dustin Mills,2274,1743,-531
Adolfo Alix Jr.,766,234,-532
Paul T.T. Easter,1157,624,-533
Tim Hunter,28300,27766,-534
Yasmin Ahmad,3140,2604,-536
Alfred Cheung,1955,1416,-539
Soo-il Jeon,890,349,-541
Daniel Gordon,8303,7761,-542
Siu-Hung Chung,1399,854,-545
Anthony Power,2190,1640,-550
Nariman Turebaev,761,210,-551
Fajar Nugros,1617,1063,-554
Shimako Sato,7920,7362,-558
Rodney Gibbons,5350,4792,-558
Laura Bispuri,12430,11870,-560
Yoshikazu Katô,803,241,-562
Simo Halinen,6839,6270,-569
Art Camacho,4596,4026,-570
Kriv Stenders,1754,1182,-572
Ricardo Arnaiz,6840,6266,-574
Osamu Kaneda,1446,871,-575
Atsushi Funahashi,1040,461,-579
Om Prakash Rao,828,246,-582
Kaneto Shindô,2206,1620,-586
Júlio Bressane,1852,1265,-587
Shane Stanley,10366,9774,-592
Irena Pavlásková,2443,1850,-593
Monty Tiwa,2561,1961,-600
Terence H. Winkless,6610,6008,-602
Alexander Hahn,3900,3292,-608
André Forcier,1730,1119,-611
Robert Clem,3240,2626,-614
Alberto Lecchi,1946,1331,-615
Alan Byron,1761,1144,-617
Raphaël Nadjari,1316,696,-620
Fabrizio De Angelis,1208,582,-626
Kei Shu,1928,1296,-632
Jesús Franco,1650,1017,-633
Marc F. Voizard,3250,2612,-638
Radu Gabrea,1387,738,-649
Kevin Tenney,6390,5738,-652
James Becket,2310,1656,-654
Lynn Roth,4436,3780,-656
Mark Harris,5164,4505,-659
Shawn Welling,1298,637,-661
Jan Jakub Kolski,2150,1487,-663
Claes Olsson,3056,2392,-664
Armando Bo,16770,16105,-665
Vincent Soberano,1560,895,-665
Albert Magnoli,8860,8194,-666
Stanislaw Mucha,1304,632,-672
Greg Tiernan,3363,2690,-673
Eyal Sivan,2394,1719,-675
David Huey,1886,1209,-677
Pasquale Scimeca,1144,466,-678
Darezhan Omirbayev,2757,2079,-678
Danny A. Abeckaser,6370,5690,-680
Biju Viswanath,1041,360,-681
K.K. Haridas,954,272,-682
Rajiv Chilaka,773,89,-684
Tze-Chung Lam,954,268,-686
Thomas Extreme Cinemagore,1550,860,-690
Karel Kachyna,3038,2346,-692
Albert Hanan Kaminski,2646,1950,-696
Lance Rivera,33980,33280,-700
M.L. Pundhevanop Dhewakul,3624,2919,-705
Scott P. Levy,2925,2220,-705
Nicolas Philibert,2137,1430,-707
Matthew Harrison,6301,5582,-719
Marcy Ronen,3003,2282,-721
Keiichi Kobayashi,1475,753,-722
Connie Macatuno,2817,2094,-723
Norberto Ramos del Val,2287,1561,-726
André Schäfer,1273,544,-729
Jacques Nolot,5812,5080,-732
Luca Viotto,2246,1510,-736
Ken Iizuka,1909,1173,-736
Katja Gauriloff,3317,2578,-739
Jirí Chlumský,2094,1346,-748
Bowie Lau,1113,363,-750
Karl Slovin,5620,4867,-753
Margreth Olin,2716,1962,-754
Antonio Bonifacio,1623,867,-756
Helena Taberna,4030,3274,-756
Sang-hoon Choi,1640,884,-756
Gabriel Bologna,7287,6529,-758
Andoy Ranay,2111,1340,-771
Beppe Cino,1234,460,-774
Amos Kollek,2143,1366,-777
Dustin Ferguson,1143,364,-779
Sean Donohue,1864,1080,-784
Clark Brandon,7521,6734,-787
Martin Miehe-Renard,2298,1510,-788
Hugh Hudson,31560,30770,-790
James Balsamo,1139,347,-792
Daigo Matsui,1904,1110,-794
Steven Vasquez,2166,1371,-795
Jean-Pierre Mocky,1027,231,-796
Larry Yang,3256,2460,-796
José María Cabral,2785,1975,-810
Jin-soo Noh,1610,790,-820
Mark A. Lewis,91260,90438,-822
Sam Akina,8532,7702,-830
Julien Leclercq,29780,28950,-830
Rama Rau,1580,748,-832
Maggie Greenwald,17800,16963,-837
Alanis Obomsawin,1213,374,-839
Lawrence Fajardo,1062,218,-844
Moacyr Góes,3123,2279,-844
Jacob Berger,2159,1312,-847
Ying Ning,1441,591,-850
Bradley Battersby,6200,5348,-852
Edoardo De Angelis,9652,8797,-855
Xing Fei,7615,6760,-855
Bob Keen,12240,11378,-862
Anup Singh,7494,6630,-864
Duccio Chiarini,5910,5041,-869
Alfonso Rodríguez,2393,1522,-871
Peter Luisi,5525,4653,-872
Suri Krishnamma,11850,10977,-873
Crisaldo Pablo,1131,253,-878
Dong-yeob Shin,1490,610,-880
Tomoyuki Takimoto,8006,7125,-881
Jason Mills,1867,985,-882
Danial Hajibarat,2212,1330,-882
María Victoria Menis,2434,1547,-887
Ian McCrudden,4456,3566,-890
Przemyslaw Wojcieszek,1564,673,-891
Christopher R. Mihm,1597,706,-891
Eduardo W. Roy Jr.,3147,2249,-898
Laetitia Masson,2990,2090,-900
António-Pedro Vasconcelos,12410,11504,-906
Michele Mally,2318,1400,-918
Paul Soriano,2375,1453,-922
Kazuhiro Sôda,2324,1400,-924
Paulo Thiago,1688,763,-925
Steven M. Smith,3835,2906,-929
Mike Marvin,3828,2898,-930
Terry Lee Coker,4114,3176,-938
Sam Irvin,4460,3520,-940
Francesco Patierno,4270,3329,-941
Phil Leirness,2363,1416,-947
David Palmieri,2429,1480,-949
Mira Fornay,2570,1614,-956
Vadim Sokolovsky,11040,10079,-961
Marc Punt,5713,4750,-963
Mario Bianchi,1212,236,-976
Kôhei Oguri,3970,2994,-976
Laila Pakalnina,1645,666,-979
Kelley Cauthen,2920,1940,-980
Raul Inglis,7740,6750,-990
Yi-chi Lien,3632,2639,-993
Bill McAdams Jr.,2430,1433,-997
Martin Duffy,7878,6878,-1000
Phillip Ko,1192,192,-1000
Marcos Zurinaga,9152,8144,-1008
Neema Barnette,6902,5893,-1009
Michael Rubbo,3300,2289,-1011
Chatrichalerm Yukol,2384,1373,-1011
Adam Sherman,4533,3516,-1017
Eduardo Mignogna,4859,3840,-1019
Makoto Shinozaki,1362,340,-1022
Andrew Lane,3790,2766,-1024
Carlos Bolado,6740,5712,-1028
Christian Theede,1989,960,-1029
Gi-hoon Jeong,18822,17790,-1032
Jeannot Szwarc,6395,5360,-1035
Shemi Zarhin,4199,3163,-1036
Jeffery Scott Lando,5982,4944,-1038
Calum Waddell,2223,1181,-1042
Poj Arnon,2612,1568,-1044
Benedek Fliegauf,7578,6526,-1052
Ponram,21142,20090,-1052
Mohamed Al Daradji,6703,5640,-1063
Raditya Dika,6081,5012,-1069
Len Kabasinski,2346,1275,-1071
Lior Shamriz,1450,374,-1076
V.M. Vinu,2141,1065,-1076
Jean-Pierre Améris,4740,3660,-1080
Paul Hills,3991,2906,-1085
Miguel Cohan,10393,9304,-1089
Tiina Lymi,8472,7361,-1111
Ventura Pons,1643,529,-1114
Mahesh Kothare,3966,2849,-1117
Harold Trompetero,1661,544,-1117
Erik Matti,4338,3220,-1118
Hiner Saleem,13142,12020,-1122
Florian Ross,4785,3660,-1125
Ryuta Tasaki,1938,810,-1128
Yuriy Bykov,22600,21470,-1130
Francisco J. Lombardi,2145,1010,-1135
Christophe Ruggia,7735,6596,-1139
David Hayman,3658,2517,-1141
Strathford Hamilton,3720,2575,-1145
Beto Brant,8591,7443,-1148
William Winckler,1373,225,-1148
Richard Brauer,1868,719,-1149
Andrew Chiaramonte,2340,1180,-1160
Anna van der Heide,5670,4505,-1165
Brant Sersen,13202,12034,-1168
Kazim Öz,4022,2854,-1168
Sandra L. Martin,6750,5580,-1170
Antonio Nuic,5955,4785,-1170
Seok-beom Kang,9629,8453,-1176
Carlo Fusco,2928,1748,-1180
Paul Ruven,1579,395,-1184
Lotte Svendsen,2767,1582,-1185
Rick Bieber,13556,12370,-1186
Tom Whitus,2117,925,-1192
Nicole van Kilsdonk,3010,1818,-1192
Jim McKay,8335,7142,-1193
Gjergj Xhuvani,2826,1632,-1194
Mark Jonathan Harris,12740,11545,-1195
A.D. Calvo,7880,6680,-1200
Stefan Krohmer,6557,5356,-1201
Juan Carlos Tabío,7866,6664,-1202
Milos Smídmajer,2802,1598,-1204
Jonathan Nossiter,4896,3690,-1206
Brad Keller,4427,3220,-1207
Kam-Hung Yip,3906,2690,-1216
Hannes Michael Schalle,1878,660,-1218
Shun Nakahara,2026,803,-1223
Leigh Scott,5046,3822,-1224
Leon Ichaso,48800,47576,-1224
Matías Piñeiro,3265,2040,-1225
Adam Wong,4369,3142,-1227
Diego Lerman,8920,7690,-1230
Sergey A.,2416,1183,-1233
John Shea,11813,10580,-1233
Hisham Zaman,4832,3596,-1236
Nancy Buirski,5802,4564,-1238
Alison Maclean,40280,39040,-1240
Tomoyuki Furumaya,1670,426,-1244
Margarida Cardoso,2010,765,-1245
Walter Lima Jr.,3952,2698,-1254
Fruit Chan,15527,14270,-1257
Johannes Holzhausen,3881,2624,-1257
Eric Hendershot,4269,3010,-1259
Lina Wertmüller,2760,1500,-1260
Rajasenan,2435,1173,-1262
Joel Paul Reisig,3916,2650,-1266
Clifton Ko,1658,388,-1270
Ahmad El-Badri,2511,1240,-1271
Patrick Kong,1737,464,-1273
Xiaoning Feng,2083,804,-1279
Jac Avila,1836,556,-1280
Aleksandr Proshkin,2278,998,-1280
Theodore Thomas,10950,9666,-1284
André van Heerden,2578,1294,-1284
Seth Breedlove,3396,2106,-1290
Jim McBride,8050,6760,-1290
Alessandro Benvenuti,2183,890,-1293
Alex Tsitsilin,25120,23820,-1300
Elisa Amoruso,5556,4256,-1300
Menahem Golan,2454,1143,-1311
Aaron Mirtes,8170,6846,-1324
Eric Lavaine,12680,11350,-1330
Tim McCanlies,26010,24680,-1330
Ricky Lau,1599,262,-1337
Julián Hernández,3686,2340,-1346
Philippe de Broca,10440,9094,-1346
Bruce Sweeney,1774,427,-1347
Maggie Kiley,11347,10000,-1347
Dorota Kedzierzawska,3009,1662,-1347
Bill Zebub,1989,637,-1352
Richard Griffin,2708,1356,-1352
Nanouk Leopold,6152,4800,-1352
Songyos Sugmakanan,21930,20566,-1364
Lucifer Valentine,10080,8710,-1370
Demetrius Navarro,3268,1893,-1375
Manuel Huerga,15398,14018,-1380
Ranjith,8672,7287,-1385
Jonathan Heap,6660,5270,-1390
Mary McGuckian,3262,1870,-1392
Bruno de Almeida,2880,1487,-1393
Eli Cohen,2641,1248,-1393
Jeff Leroy,2738,1340,-1398
Philip Goodhew,8240,6840,-1400
Kant Leung,1607,205,-1402
Jean-Philippe Duval,5052,3650,-1402
Hansol Shin,8300,6897,-1403
Mark Roper,3352,1942,-1410
Jordan Alan,2480,1067,-1413
Cirio H. Santiago,3300,1878,-1422
Damien Odoul,3821,2399,-1422
Artyom Aksenenko,3619,2194,-1425
Yusheng Tian,3193,1760,-1433
Sam Garbarski,19232,17790,-1442
Donna Deitch,5030,3581,-1449
Greg MacGillivray,3838,2386,-1452
Jochen Hick,2094,633,-1461
Auli Mantila,4940,3477,-1463
Carlos Vermut,35140,33670,-1470
Ackyl Anwari,3940,2461,-1479
Behruz Afkhami,4192,2710,-1482
Avid Liongoren,4742,3260,-1482
David Worth,7130,5646,-1484
Su-won Shin,4220,2733,-1487
John A. Gallagher,3290,1797,-1493
Jamie Adams,3730,2236,-1494
Alessandro Genovesi,12309,10812,-1497
Bernard Émond,3248,1747,-1501
Vincenzo Salemme,4132,2625,-1507
Kinga Debska,12570,11062,-1508
David Stoten,5180,3670,-1510
